  60.00000 -120.00000    1.00000 
 -60.00000  120.00000    1.00000 
  80.00000  -10.00000    0.74444 
 -80.00000   10.00000    0.74444 
  20.00000  110.00000    0.74185 
 -20.00000 -110.00000    0.74185 
 140.00000 -130.00000    0.53277 
-140.00000  130.00000    0.53277 
  40.00000 -230.00000    0.52705 
 -40.00000  230.00000    0.52705 
 120.00000 -240.00000    0.35137 
-120.00000  240.00000    0.35137 
-160.00000   20.00000    0.29743 
 160.00000  -20.00000    0.29743 
 -40.00000 -220.00000    0.29191 
  40.00000  220.00000    0.29191 
-220.00000  140.00000    0.28697 
 220.00000 -140.00000    0.28697 
  20.00000 -340.00000    0.27285 
 -20.00000  340.00000    0.27285 
-200.00000  250.00000    0.27231 
 200.00000 -250.00000    0.27231 
 100.00000  100.00000    0.26892 
-100.00000 -100.00000    0.26892 
 100.00000 -350.00000    0.26420 
-100.00000  350.00000    0.26420 
 280.00000 -260.00000    0.18448 
-280.00000  260.00000    0.18448 
-300.00000  150.00000    0.14493 
 300.00000 -150.00000    0.14493 
 240.00000  -30.00000    0.12746 
-240.00000   30.00000    0.12746 
 180.00000 -360.00000    0.12630 
-180.00000  360.00000    0.12630 
 -60.00000 -330.00000    0.11543 
  60.00000  330.00000    0.11543 
   0.00000 -450.00000    0.09589 
   0.00000  450.00000    0.09589 
-180.00000  -90.00000    0.09174 
 180.00000   90.00000    0.09174 
-360.00000  270.00000    0.09129 
 360.00000 -270.00000    0.09129 
-120.00000 -210.00000    0.09005 
 120.00000  210.00000    0.09005 
-380.00000  160.00000    0.05138 
 380.00000 -160.00000    0.05138 
-320.00000   40.00000    0.04833 
 320.00000  -40.00000    0.04833 
  30.00000  -60.00000    0.04490 
 -30.00000   60.00000    0.04490 
  90.00000 -180.00000    0.04074 
 -90.00000  180.00000    0.04074 
-260.00000  -80.00000    0.03979 
 260.00000   80.00000    0.03979 
-200.00000 -200.00000    0.03512 
 200.00000  200.00000    0.03512 
 110.00000  -70.00000    0.03313 
-110.00000   70.00000    0.03313 
  10.00000 -170.00000    0.03251 
 -10.00000  170.00000    0.03251 
  50.00000   50.00000    0.03212 
 -50.00000  -50.00000    0.03212 
-140.00000 -320.00000    0.03193 
 140.00000  320.00000    0.03193 
-170.00000  190.00000    0.02865 
 170.00000 -190.00000    0.02865 
  70.00000 -290.00000    0.02810 
 -70.00000  290.00000    0.02810 
 -80.00000 -440.00000    0.02723 
  80.00000  440.00000    0.02723 
  40.00000  344.00000    0.02180 
 -40.00000 -344.00000    0.02180 
-250.00000  200.00000    0.02161 
 250.00000 -200.00000    0.02161 
-190.00000   80.00000    0.02142 
 190.00000  -80.00000    0.02142 
 150.00000 -300.00000    0.02032 
-150.00000  300.00000    0.02032 
 -10.00000 -280.00000    0.02010 
  10.00000  280.00000    0.02010 
 120.00000  334.00000    0.01963 
-120.00000 -334.00000    0.01963 
  50.00000 -400.00000    0.01955 
 -50.00000  400.00000    0.01955 
 130.00000   40.00000    0.01858 
-130.00000  -40.00000    0.01858 
 -70.00000 -160.00000    0.01802 
  70.00000  160.00000    0.01802 
-400.00000   50.00000    0.01778 
 400.00000  -50.00000    0.01778 
-230.00000  310.00000    0.01775 
 230.00000 -310.00000    0.01775 
 130.00000 -410.00000    0.01743 
-130.00000  410.00000    0.01743 
-280.00000 -190.00000    0.01669 
 280.00000  190.00000    0.01669 
-340.00000  -70.00000    0.01664 
 340.00000   70.00000    0.01664 
 100.00000  224.00000    0.01663 
-100.00000 -224.00000    0.01663 
 -40.00000  354.00000    0.01644 
  40.00000 -354.00000    0.01644 
 200.00000  324.00000    0.01583 
-200.00000 -324.00000    0.01583 
-260.00000 -204.00000    0.01532 
 260.00000  204.00000    0.01532 
-330.00000  210.00000    0.01497 
 330.00000 -210.00000    0.01497 
 140.00000   -6.00000    0.01490 
-140.00000    6.00000    0.01490 
-310.00000  320.00000    0.01481 
 310.00000 -320.00000    0.01481 
  20.00000  234.00000    0.01473 
 -20.00000 -234.00000    0.01473 
 270.00000  -90.00000    0.01429 
-270.00000   90.00000    0.01429 
-180.00000 -214.00000    0.01426 
 180.00000  214.00000    0.01426 
  80.00000  114.00000    0.01424 
 -80.00000 -114.00000    0.01424 
 120.00000 -116.00000    0.01420 
-120.00000  116.00000    0.01420 
  60.00000    4.00000    0.01337 
 -60.00000   -4.00000    0.01337 
 160.00000  104.00000    0.01335 
-160.00000 -104.00000    0.01335 
 100.00000 -226.00000    0.01333 
-100.00000  226.00000    0.01333 
-220.00000 -310.00000    0.01322 
 220.00000  310.00000    0.01322 
-240.00000  -94.00000    0.01315 
 240.00000   94.00000    0.01315 
-258.00000  368.00000    0.01314 
 258.00000 -368.00000    0.01314 
-320.00000  -84.00000    0.01226 
 320.00000   84.00000    0.01226 
 210.00000   30.00000    0.01211 
-210.00000  -30.00000    0.01211 
 280.00000  314.00000    0.01201 
-280.00000 -314.00000    0.01201 
