1483719666000;2.563;15.516380;.277;5.68908604259
1483719488000;2.944;16.313293;.274;5.69289030283
1483719376000;2.971;16.166767;.273;3.17592506209
1483719319000;2.941;16.118507;.277;1.90588562091
1483719209000;2.921;12.735142;.281;2.51549199959
1483719032000;2.707;12.765248;.282;3.93573373083
1483718975000;2.682;11.225988;.285;3.54159568556
1483718866000;2.629;6.039933;.286;3.19695167308
1483718756000;2.638;7.296892;.288;2.43281729688
1483718648000;2.782;10.713691;.290;2.20517572996
1483718538000;2.640;7.747059;.291;1.96918764977
1483718430000;2.613;6.537167;.292;1.82833257369
1483718320000;2.644;6.466707;.292;1.76028406798
1483718211000;2.819;12.795498;.293;1.810441935
1483718141000;2.652;6.053475;.294;2.20367874247
1483718069000;2.643;6.428215;.293;1.68620876525
1483718013000;2.675;5.824919;.293;1.38592929113
1483717182000;4.945;19.147873;.212;8.45854006316
1483717071000;4.299;18.059198;.223;7.8361470124
1483716960000;3.968;17.999001;.231;8.33381665265
1483716849000;3.641;17.588600;.238;7.32863561654
1483716739000;3.292;17.033754;.244;2.33117995873
1483716629000;2.634;11.272861;.249;6.00246615984
1483716452000;.146;19.998890;.247;7.68289658918
1483716276000;.066;5.683895;.255;12.4944667753
1483716099000;.109;19.998890;.262;10.3845510254
1483715923000;2.099;15.606070;.290;6.49247256444
1483715814000;.061;5.683895;.290;6.50369125958
1483715705000;1.825;13.916753;.291;6.28339080433
1483715596000;1.675;13.774745;.293;6.40038280105
1483715541000;.069;19.998890;.292;1.3
1483715456000;.132;19.998890;.293;0.0
1483715330000;.138;19.998890;.293;6.1804935078
1483715222000;.166;19.998890;.293;6.06980230321
1483643501000;.200;19.998890;.009;1.61966045824
1483643311000;.200;19.998890;.014;3.23273877695
1483643116000;2.066;11.133403;.106;2.23600089445
1483642930000;2.266;11.841448;.138;1.83961952588
1483642739000;.149;19.998890;.106;0.386264158317
1483642550000;4.992;18.946316;.115;1.46492320618
1483642384000;.160;5.683895;.040;2.05730406114
1483642199000;2.097;9.489807;.067;2.04188638274
1483642009000;4.896;18.880070;.115;2.23785611691
1483641821000;5.031;19.353764;.131;2.23215142855
1483641627000;2.389;11.893613;.176;2.49615704634
1483641443000;2.388;11.789739;.162;2.58940147524
1483641252000;4.997;5.683895;.156;2.78312773692
1483641063000;4.131;12.735142;.171;1.84352922407
1483640870000;2.334;11.764052;.183;2.00561711201
1483640756000;2.407;8.450235;.184;2.14611276498
1483640565000;2.589;10.546289;.184;2.02249845488
1483640435000;2.540;9.907707;.184;1.58432951118
1483640242000;2.417;10.484855;.185;1.98917068147
1483640184000;2.362;9.590941;.186;2.27622494495
1483640065000;2.391;8.071301;.186;1.43338759587
1483639990000;2.492;8.939901;.186;1.38924439894
1483639855000;2.382;9.799819;.187;0.522015325446
1483639741000;2.435;5.683895;.187;0.59908263203
1483639623000;2.455;10.092897;.187;1.44069427708
1483639492000;2.472;5.986364;.187;1.37083915906
1483639414000;.076;5.683895;.188;0.0
1483639300000;2.394;6.904987;.188;1.21490740388
1483639182000;2.558;12.272046;.188;1.09457754408
1483639108000;2.451;8.320031;.188;1.27471565457
1483638974000;2.396;7.133025;.189;1.13176852757
1483638860000;2.393;8.071301;.189;1.1130588484
1483638673000;2.457;7.562605;.189;1.55630973781
1483638542000;2.413;8.294471;.189;1.55116085562
1483638450000;2.398;7.142460;.189;0.997246208316
1483638336000;2.375;5.695886;.189;1.2330855607
1483638220000;2.453;6.101356;.189;1.59665274872
1483638145000;2.461;5.933736;.189;1.53326449121
1483638012000;2.414;6.458972;.190;1.03730419839
1483637898000;2.554;12.557443;.190;0.304795013083
1483637782000;2.517;7.814327;.190;1.54353490404
1483637708000;2.446;5.683895;.190;1.50442680114
1483637576000;2.424;5.683895;.190;0.945568612
1483637462000;2.424;5.683895;.190;1.47231110843
1483637389000;2.445;6.157013;.190;1.49402141886
1483637258000;2.434;5.683895;.190;1.386001443
1483637183000;2.428;5.683895;.190;1.44837840359
1483637126000;2.546;6.213694;.190;0.909340420305
1483637011000;2.587;6.658077;.191;1.50960259671
1483636880000;2.553;10.168927;.191;0.862670273048
1483636806000;2.425;5.683895;.190;1.38841636406
1483636692000;2.429;5.683895;.190;1.45523194028
1483635777000;2.435;5.683895;.190;2.47131543919
1483635661000;2.435;5.683895;.190;2.55001960777
1483635585000;2.454;5.683895;.190;2.3257256932
1483635469000;2.444;5.683895;.190;0.83486525859
1483629002000;2.444;5.683895;.191;2.86225435627
1483628943000;2.565;5.683895;.190;1.42126704036
1483628815000;.192;19.998890;.188;0.0
1483626938000;2.432;5.683895;.286;1.70880074906
1483626938000;.;.;.;.
1483626871000;2.561;5.683895;.573;0.0
1483626871000;.;.;.;.
1483626291000;2.503;6.256895;.381;0.47759815745
1483626291000;.;.;.;.
1483626233000;2.490;6.896169;.382;0.621771662268
1483626233000;.;.;.;.
1483626174000;2.453;5.683895;.383;0.162788205961
1483626174000;.;.;.;.
1483626114000;2.440;5.683895;.574;0.0
1483626114000;.;.;.;.
1483626057000;2.465;5.683895;.574;0.0
1483626057000;.;.;.;.
1483625335000;.176;5.683895;.567;0.0
1483625335000;.;.;.;.
1483625269000;2.490;7.724893;.574;0.0
1483625269000;.;.;.;.
1483625241000;2.443;5.683895;.287;1.95501918149
1483625241000;.;.;.;.
1483625182000;2.443;6.206552;.287;1.89010581714
1483625182000;.;.;.;.
1483625122000;2.439;5.683895;.287;1.83371208209
1483625122000;.;.;.;.
1483625061000;2.532;6.843727;.574;0.0
1483625061000;.;.;.;.
1483624800000;2.451;6.869848;3.451;0.0
1483624800000;2.444;5.683895;3.451;1.58619040471
1483624800000;2.441;5.683895;3.451;1.58619040471
1483624800000;.;.;.;.
1483624794000;2.466;5.683895;3.452;1.82989070712
1483624794000;2.466;5.683895;3.452;1.82989070712
1483624794000;2.466;5.683895;3.452;1.82989070712
1483624794000;.;.;.;.
1483624725000;2.463;5.683895;3.453;1.77417586501
1483624725000;2.459;5.683895;3.453;1.57543644746
1483624725000;2.459;5.683895;3.453;1.57543644746
1483624725000;.;.;.;.
1483624491000;2.506;7.247920;6.917;0.0
1483624491000;2.475;7.218851;6.917;0.0
1483624491000;2.471;7.199600;6.917;0.0
1483624491000;.;.;.;.
1483624477000;2.585;11.415856;6.910;0.0
1483624477000;2.572;11.225988;6.910;0.0
1483624477000;2.568;11.179503;6.910;0.0
1483624477000;.;.;.;.
1483622681000;2.812;7.447862;6.962;0.0
1483622681000;2.812;7.447862;6.962;0.0
1483622681000;2.812;6.220853;6.962;0.0
1483622681000;.;.;.;.
1483622679000;2.724;5.683895;6.977;0.0
1483622679000;2.689;7.030859;6.977;0.0
1483622679000;2.688;7.012598;6.977;0.0
1483622679000;.;.;.;.
1483622677000;2.654;5.683895;6.975;0.0
1483622677000;2.653;5.683895;6.975;0.0
1483622677000;2.646;5.768910;6.975;0.0
1483622677000;.;.;.;.
1483622674000;2.682;5.683895;6.998;0.0
1483622674000;2.679;5.683895;6.998;0.0
1483622674000;2.670;5.683895;6.998;0.0
1483622674000;.;.;.;.
1483622664000;2.748;7.437603;7.001;0.0
1483622664000;2.722;6.843727;7.001;0.0
1483622664000;2.716;6.852411;7.001;0.0
1483622664000;.;.;.;.
1483618862000;5.026;19.851839;.517;0.0
1483618408000;5.055;19.284643;.514;0.0
1483613037000;.207;19.998890;.020;0.0
1483612981000;.193;5.683895;.022;0.0
1483612924000;.190;19.998890;.033;0.0
1483612864000;.191;19.998890;.036;0.0
1483612808000;.148;19.998890;.039;0.0
1483612008000;2.981;12.413104;.137;0.0
1483612008000;2.978;11.789739;.137;0.0
1483612008000;2.978;11.789739;.137;0.0
1483612008000;.;.;.137;.
1483611822000;.;.;.460;.
1483611822000;2.858;6.994431;.460;0.0
1483611822000;2.844;7.058432;.460;0.0
1483611822000;2.796;6.136023;.460;0.0
1483611636000;.;.;.485;.
1483611636000;3.045;12.980048;.485;0.0
1483611636000;2.957;5.738257;.485;0.0
1483611452000;.;.;.543;.
1483611452000;2.889;6.060269;.543;0.0
1483611452000;2.868;6.026451;.543;0.0
1483611452000;2.862;6.019732;.543;0.0
1483611268000;.;.;.566;.
1483611268000;2.864;9.246062;.566;0.0
1483611268000;2.864;9.246062;.566;0.0
1483611268000;2.853;9.136549;.566;0.0
1483611139000;.;.;.567;.
1483611139000;2.879;6.033185;.567;0.0
1483611139000;2.856;5.901312;.567;0.0
1483611139000;2.835;7.437603;.567;0.0
1483611065000;.;.;.568;.
1483611065000;2.849;5.683895;.568;0.0
1483611065000;2.846;5.959934;.568;0.0
1483611065000;2.822;5.901312;.568;0.0
1483610994000;.;.;.567;.
1483610994000;2.807;5.888441;.567;0.0
1483610994000;2.806;5.888441;.567;0.0
1483610994000;2.805;5.894869;.567;0.0
1483609714000;.;.;.468;.
1483609714000;2.843;5.732166;.468;0.0
1483609714000;2.842;5.732166;.468;0.0
1483609714000;2.839;5.720021;.468;0.0
1482390863000;1.357;3.765666;1.429;9.40914448821
1482390777000;1.395;3.213920;1.438;22.3449502125
1482390692000;1.356;2.770737;1.475;20.6753887509
1482390606000;1.130;3.206090;1.446;9.22664077549
1482390515000;2.051;3.067832;1.456;16.4588517218
1482390429000;2.104;2.770737;1.422;17.2528983072
1482390337000;2.027;3.400775;1.477;14.5643468786
1482390244000;1.837;3.277958;1.442;10.3371224236
1482390158000;1.919;3.167509;1.424;13.2947583656
1482390073000;1.862;2.950897;1.473;11.6715465985
1482389987000;1.845;3.233661;1.464;13.1836451712
1482389895000;1.916;3.514286;1.444;15.8604066783
1482389801000;1.871;5.101163;1.408;30.6369221692
1482389715000;1.809;3.749573;1.444;13.3088316542
1482389630000;1.746;3.500266;1.464;24.2658051587
1482389538000;1.663;3.001369;1.479;14.5224963419
1482389452000;1.579;3.728329;1.454;6.35208627145
1482389360000;1.640;2.770737;1.475;12.798488192
1482389274000;1.499;3.085815;1.443;20.641436481
1482389189000;1.521;3.229693;1.469;14.1763535509
1482389097000;1.475;3.115030;1.470;12.4284351388
1482389011000;1.412;3.156115;1.424;15.1173542659
1482388926000;1.417;3.893787;1.420;18.2811733759
1482388840000;1.395;3.249630;1.416;22.8189395021
1482388748000;1.322;3.576359;1.390;19.6838461689
1482388661000;1.142;2.864200;1.478;11.9193288402
1482388569000;2.127;2.957528;1.437;16.5027785539
1482388476000;2.077;3.159904;1.468;16.528414927
1482388391000;2.121;3.463421;1.418;15.2106344378
1482388298000;1.981;2.937723;1.480;12.298882063
1482388213000;2.011;2.770737;1.453;7.74209274034
1482388120000;1.970;3.043006;1.411;12.7210455545
1482388034000;1.943;3.167509;1.414;12.6206576691
1482387949000;1.904;4.751264;1.425;13.1549724439
1482387863000;1.790;3.686555;1.419;14.4347428103
1482387777000;1.770;3.340356;1.443;15.5488456163
1482387685000;1.668;2.964189;1.464;17.0480057485
1482387599000;1.777;3.064261;1.476;15.8970594765
1482387507000;.960;3.257674;1.459;18.160949865
1482387414000;6.629;4.683630;1.466;16.682889438
1482387321000;1.532;3.361686;1.429;18.3060454495
1482387236000;1.606;3.152336;1.480;9.52930742499
1482387150000;1.533;3.111348;1.473;11.6484720028
1482387058000;1.444;3.620633;1.454;15.2461044205
1482386967000;1.423;3.733617;1.439;13.7486726632
1482386875000;1.354;3.104010;1.391;16.2509322809
1482386782000;1.299;3.071412;1.472;18.4490866983
1482386697000;1.104;3.422887;1.464;11.2841703284
1482386611000;1.941;3.477147;1.455;15.8671768125
1482386526000;2.143;3.093067;1.469;10.4476600251
1482386433000;1.990;3.344600;1.466;14.4120088815
1482386347000;2.042;3.265757;1.462;14.514385967
1482386262000;1.957;3.148565;1.441;16.4934684042
1482386170000;1.918;3.620633;1.403;21.8943577207
1482386078000;1.829;3.590996;1.449;15.2674883331
1482385986000;1.837;3.454331;1.454;16.3522261481
1482385893000;1.796;2.770737;1.416;15.457351002
1482385800000;1.760;3.571506;1.453;13.4415772884
1482385714000;1.721;3.152336;1.466;17.0655969717
1482385626000;1.707;2.824249;1.477;18.3428705496
1482385534000;1.659;2.905298;1.482;15.3837349171
1482385441000;1.629;3.257674;1.466;10.2863064314
1482385356000;1.513;3.046528;1.452;8.15138025122
1482385270000;1.525;2.941006;1.453;13.9540961728
1482385184000;1.491;3.344600;1.426;7.65676824777
1482385097000;1.462;4.080931;1.433;17.3539419153
1482385011000;1.446;3.001369;1.409;11.6732557584
1482384924000;1.376;3.463421;1.474;9.52458922999
1482384832000;1.295;3.163702;1.455;10.8762217704
1482384740000;1.109;2.836423;1.459;14.4156650904
1482384646000;2.111;2.770737;1.397;16.8330775558
1482384555000;2.029;3.472560;1.455;18.7615137982
1482384467000;2.012;2.800213;1.468;17.6517562866
1482384381000;1.939;2.964189;1.474;9.73049844561
1482384289000;1.879;2.997950;1.464;15.9267228267
1482384205000;1.870;3.523695;1.468;13.1551244768
1482384112000;1.904;4.266127;1.439;20.0645458458
1482384027000;1.846;3.500266;1.455;16.2421673431
1482383934000;1.817;3.723055;1.446;17.6341288415
1482383848000;1.801;3.229693;1.473;17.2914082712
1482383763000;1.675;3.152336;1.405;18.9550336323
1482383671000;1.676;3.383291;1.457;20.1248229806
1482383587000;1.621;3.696910;1.395;17.7596227437
1482383494000;1.596;2.934448;1.409;15.0415225293
1482383409000;1.541;2.797237;1.429;10.9732447344
1482383324000;1.537;3.133572;1.441;15.0953304038
1482383232000;1.475;2.770737;1.473;17.2063069832
1482383146000;1.477;3.028999;1.475;6.42514591274
1482383060000;1.411;3.781897;1.450;14.4652549234
1482382968000;1.354;3.586104;1.450;15.43648276
